,0,1,2,3,4,5,6
67,天ぷら 左膳 銀座店,https://tabelog.com/tokyo/A1301/A130101/13096406/,3.5,－,－,天ぷらランチ...♪*ﾟ,同僚と２人で天ぷら左膳へ...♪*ﾟ<br>人気のようで店頭で少し待った後奥の大きなテーブルに案内された<br>蕎麦茶がおいしい<br>野菜天せいろ＠900円はお値段以上(*´∨`*)<br>いろんな野菜の天ぷらがかりっと香ばしい<br>細麺で色白のお蕎麦はぷりっとは切れが良い<br>底に敷いてあった大根のツマでさっぱり<br>なますが添えられているのもうれしい<br>他にも魅力的なメニューが多くどれも食べてみたい<br>再訪決定...♪*ﾟ
68,樋口,https://tabelog.com/tokyo/A1314/A131402/13232709/,3.9,"￥4,000～￥4,999",－,美味しいものを食べながら一杯,今日は東京最後の日だったので少し敷居の高そうなお店へ。<br>サラダと旬菜の天ぷらを食べながらビール。最高！<br>少しうなぎと肉を食べました。やはりこういう懐石のお店だけのことはありました。どれも美味しく頂き、良い夜になりました。<br><br>味・・・うまい<br>見た目・・・良い<br>値段・・・普通<br>雰囲気・・・良い<br>店内・・・居心地いい<br>接客・・・良い<br>満足度・・・良い<br>量・・・普通<br>オススメ度・・・良い<br>また来るか・・・行きたい<br>喫煙・・・可能<br>トイレ・・・有<br>駐車場・・・なし<br><br>＊個人的な主観で書いてますので気になる方は参考にしてみてください。
69,トラットリア ピュー,https://tabelog.com/kanagawa/A1407/A140702/14074586/,4.5,－,"￥3,000～￥3,999",何もなくても何かあってもここで！,美味しい食事と美味しいワインをいただきに行きました！<br>コース料理のボリュームにも満足！前菜も行くたびに違うので楽しみのひとつです。<br>パスタもモチモチで、ハマります。<br>ワインは詳しくないので（笑）オススメをいただきました。<br>コーヒーも美味しかったです^_^<br><br>デートでもファミリーでも女子会でも楽しめるお店だと思います☺︎<br>明るくて爽やかなお店という印象です。<br><br>駅からも近く、車でも周りにはパーキングがいくつもあるので便利ですね。<br><br>また行きたいなぁ。。。
70,ステーキ屋 松 三鷹店,https://tabelog.com/tokyo/A1320/A132002/13232422/,3.4,－,"￥1,000～￥1,999",松屋のステーキ,日経新聞に松屋がステーキ店を出すと書いてあった。<br>やっぱり、予想通りいきなりステーキの成功を意識してのパイロット店の様だ。<br>早速、訪問してみた。<br><br><br>２００gステーキ<br>サラダバイキング<br>ライス<br>１，１５０円<br><br>予想以上に肉は柔らかく、いきなりステーキの肉より美味しく感じられた。<br>値段も安いから、一定の支持は受けると思う。<br>しかし、モデル店とはいえ、スタッフが９人もいるのにお店の回転が悪い。<br>もっとメニューを絞り込んで、スムーズに流れる店舗運営にしなければ、肉の質を維持できなくなるだろう。
71,みさき亭,https://tabelog.com/tokyo/A1320/A132002/13081033/,3.6,－,"￥1,000～￥1,999",日曜日限定ランチ,こじんまりした小料理屋風のみさき亭さんを訪問した。<br>日曜日だけの限定ランチが有ると聞いたからだ。<br>ビーフシチューか、クリームシチューの二者択一だったので、クリームシチューをお願いした。<br><br>魚介のサラダ<br>湯葉<br>漬け物<br>クリームシチュー<br>ご飯<br>１，６２０円<br><br>どの料理も高級食材を使っていて、安いランチだと思えない。<br>とっても美味しく頂けた。<br><br>ひとつひとつお客さんの顔を見てから作る本格派。<br>２階も有るが、カウンター中心のお店だから、お店とお客さんの距離が近い感じ。<br>自分だけの秘密にしておきたいお店だと思う。
72,リッカ,https://tabelog.com/hyogo/A2801/A280101/28028951/,3.0,"￥5,000～￥5,999",－,可愛らしい雰囲気のイタリアン,可愛らしい雰囲気のイタリアン♬
73,ニルヴァナ,https://tabelog.com/tokyo/A1320/A132002/13219452/,3.3,－,～￥999,ナンが食べ放題,ベトナム料理の後にインド料理のお店が入ったようだ。<br>ビルの地下だが、ラーメンみたかやブルボンが入居している比較的有名な場所。<br>無難にランチセットを頼んだ。<br><br>Aセット<br>カレー<br>ナン<br>ラッシー<br>８９１円（税込）<br><br><br>ナンは、お代わり可能だったが十分に大きい。<br>カレーの辛さは、中辛を選択。<br>ピリ辛で美味しく頂けた。<br>セイロンカレーらしいが、インドカレーと区別が出来なかった。<br>手早く、お腹いっぱいにするには良い店だと思う。
74,鶏そば 山もと,https://tabelog.com/tokyo/A1320/A132002/13226111/,3.7,－,"￥1,000～￥1,999",「焼き鳥、山もと」がラーメンを始めた,焼き鳥山もとがラーメンを始めたとは知らなかった。<br>どんな味か？非常に興味が湧く。<br>早速、入ってみた。<br><br>オーソドックスな醤油味を選択した。<br><br><br>醤油太麺 ８００円<br>牛丼 ２００円<br><br><br>まだ知名度が低いのか？５割の入り。<br>しかし、主人がラーメン好きだけに玄人好みのシンプルで奥深い味に仕上がっていた。<br>さすが、無化調！<br>トッピングの鴨肉やワンタンにもこだわりがある。<br>牛丼も安いが上手い。<br>実力的には行列が出来るお店と同水準かそれ以上と思われた。<br><br>ラーメン好きは、ぜひ行くべきお店だと思う。
75,すずや 新宿本店,https://tabelog.com/tokyo/A1304/A130401/13193593/,3.4,－,"￥1,000～￥1,999",歌舞伎町入り口,新宿に来たので、すずやさんを訪問した。<br>場所は歌舞伎町の入り口、自社ビルの５階。ヤマダ電機の真ん前だ。<br>早速、茶ずけではなくランチを注文した。<br><br>フライ盛り合わせ<br>味噌汁<br>ご飯<br>漬け物<br>１，２３０円（税込）<br><br><br>ご飯とキャベツがお代わりできる。<br>昼のど真ん中だったが、客席に空きが多く、ゆっくり商談が出来そうな感じ。<br>ランチではフライでは無く、ハンバーグを頼むお客さんが多かった。<br>次回は茶ずけを食べよう。
76,山岡家 大口店,https://tabelog.com/aichi/A2303/A230301/23007797/,5.0,～￥999,－,本日、満点。,深夜2時、ユーチューブで家系ラーメンを見ていたら無性に食べたくなってしまった。<br>こんな時間に、と思えば思うほどその衝動は抑えられない。<br><br>そうだ、山岡家がある。<br><br>気づいたら店に到着していた。<br>半年ぶりだった。<br>いつもなら塩だが、今日は醤油にした。<br>ほうれん草とチャーシューを追加した。<br>スープもアブラ多め。<br>まるで動画でみたラーメンのように。<br><br>今日のは旨い。旨すぎる。<br>いつも味が違うところが面白い。<br>今日のは大当たりだ。<br>豚骨が濃い。これぞ山岡家だ。<br>ほぼスープを飲み干してしまった。<br>満足満足。<br><br>家路につくまでのドライブまでもが有意義に感じた。<br>帰宅後、大量のウンコが出た。<br>やはり慣れないこの時間のラーメンは危険か。<br>夜が明ける前に寝床につこう。<br>おやすみなさい。
77,パンダシュガー 三軒茶屋店,https://tabelog.com/tokyo/A1317/A131706/13234687/,3.2,－,－,すっかりはまってるタピオカ！,パンダシュガー、、、ネーミングは置いといて最近はまってしまってるタピオカw<br>自分でもまるで女子かって思うくらいだw<br>三軒茶屋ではジアレイ、ヤ、そしてここくらいだと思う。<br>ほかにあったらすみません。<br>パンダシュガーは細かく選べて俺はMサイズの抹茶ラテで氷少なめの甘さ控え目で注文。<br>確かに甘さ控え目で俺でも美味しくいただけます。<br>しかしタピオカ屋、儲かってんな！w<br>押忍押忍！
78,ヒマラヤ,https://tabelog.com/tokyo/A1320/A132002/13056537/,3.5,－,～￥999,ナン食べ放題,先日、昼食時に前を通ると満員だったヒマラヤさんを訪問した。<br>きっと、多くのインド料理店と同じだと考えて行っていなかったお店だ。<br>早速、ランチセットを注文した。<br><br>マトンカレー<br>ナン<br>サラダ<br>ラッシー<br>８５０円<br><br>辛さは調整出来ないが、日本人に合わせたやや辛の味付け。<br>マトンも大きく美味しく頂けた。<br>値段も良心的で、繁盛するのは分かる。<br>早く食事を済ませるにはオススメのお店だ。
79,炭火串焼 彩鳥,https://tabelog.com/saitama/A1103/A110303/11000101/,3.6,－,－,川越no.1 焼き鳥,毎度のこと、料理を迎えるとすぐ食べてしまって、写真を忘れてしまいます。読んでくださった皆さま、ごめんなさい。<br><br>このお店は２回目！<br><br>平日の19:00 ３名 予約！！<br><br>決まり事！<br>予約をした方は<br>お任せ焼き鳥７品2000円を必ず注文する！<br><br>１９時に入った時はカウンターに２組で４人いました<br><br>予約したお席にはすでに野菜スティック、味噌、大根おろしが置いてありました。<br><br>まずビールで乾杯！<br>ビールはエビス。<br>泡がとっても細くて、冷えてて美味しーい！<br><br>焼き鳥はどれもこれも本当に美味しです。<br>丁寧に焼いて、焼きたてを一本ずつ持ってきてくれます。ゆっくりしっかり味わう時間があります。<br>ゆっくり食べるので、お腹もいっぱいになってきます。<br><br>はぁーまた絶対行くよ！<br>本当に美味しいもーん！<br>塩と脂が溶けた感じが忘れられない！
80,洋食バル 俊,https://tabelog.com/tokyo/A1320/A132002/13235240/,3.1,－,～￥999,今週からランチを始めた。,６月始めにオープンしたばかりのTAKAさんを訪問した。<br>元は「台湾茶カフェなごみ」だった場所にオープンしたようだ。<br>ランチメニューは、一つだけ。<br>ナポリタンだけだが、コーヒー付き。<br><br><br>ナポリタン（大盛り無料）<br>コーヒー<br>８５０円<br><br>バルだけにお酒に合わせて、味が少し濃かった。<br>洋食を謳うなら、（作り置きで良いから）ハヤシライスやビーフシチューぐらいメニューに入れていないとさみしい。<br>店をオープンするには準備不足。<br>メニュー改善を期待したい。
81,ラーメン海鳴 名古屋驛麺通り店,https://tabelog.com/aichi/A2301/A230101/23069134/,2.3,～￥999,～￥999,魚介とんこつは名古屋人馴染みの味,初投稿者以来の訪問。<br><br>期間限定出店なので。<br><br>名古屋驛麵通りの期間限定出店はいつも後悔ばかり。<br><br>食べられないのならもっと来ておけばと…。<br><br>去るものは追わず。<br><br>ネットで調べたらまだまだ期間はありました。（1年間限定）<br><br>スープを一口！相変わらずのスーちゃんテイスト。<br><br>笑えるぐらい酷似している。<br><br>これは名古屋人馴染みの味だ。<br><br>クセもなくかなり万人向け。非常に食べやすい。<br><br>前回訪問はネームバリューから相当期待感があったから。ハードル上がったかも？
82,居酒屋 まこと屋,https://tabelog.com/osaka/A2701/A270204/27105830/,4.0,－,－,１人でもOK！ 飲み放題980円！,島之内エリアにある居酒屋さん<br>前回お邪魔したえん弥さんから少しミナミ側に歩いたところ(ファミリーマート島之内周防町店向かい)にあるこちらのお店。 開店当初から気になっていましたが、ついに訪問！<br><br>こじんまりとしつつも、広めのテーブル席計約30人分とカウンター数席のお店。<br><br>イケメンの気さくな従業員さんが切り盛りされています。<br><br>メニューもリーズナブルで、１人からお願いできる飲み放題が有難い！<br>飲み放題って２人からが多いですから^^;<br><br>全席喫煙なので、愛煙家さんにも嬉しいお店！<br>なによりもリーズナブルなメニューに舌鼓(*≧∀≦*)<br><br>居心地もいいので、ついつい長居してしまうお店です！
83,やよい軒 桜木店,https://tabelog.com/kumamoto/A4301/A430101/43008111/,3.0,～￥999,～￥999,お手軽定食,おいーーーーーーす！ 久々にチキン南蛮が食べたくて訪問。 ほか弁とまるっきり同じです。 味噌汁が薄く、ご飯が柔いのがちょっとダメですが、安定の南蛮でした。<br>皿に盛るだけで弁当と雰囲気が変わりますね。 タルタルも手作りっぽくアレンジしてあります
84,刺身、おでん、串カツ 高架下酒場あし跡,https://tabelog.com/hyogo/A2801/A280101/28054323/,4.0,"￥3,000～￥3,999",－,「この店は流行るやろうな」って思っていたら、もう既に繁盛されている。１８：３０以降は、予約客以外入店不可でした。,旧職場の同僚達と顔を合わせる会の第１２回。<br>鯨飲する年寄りと、馬食する若手との調和を図るため、食べログやホットペッパーを駆使して宴会場を選んでいます。<br>いつもは￥５，０００までの予算で飲み放題付きのコースを狙っています。<br>コース料理には希望しない食べ物が付いていたこともあり、今回は趣向を変えて飲み放題だけで予約し、食べ物は各人好きなものをオーダーする方式でチャレンジしてみました。<br>プレミアム飲み放題￥２，０００の飲み物は日本酒の純米吟醸が全てと、氷点下のスーパードライが戴けます。<br><br>開始時間３０分前に３名揃いました。<br>入り口前に、「ハッピーアワー１６時～１９時　何杯飲んでも￥１９０（税抜）」のボードメニューが有りました。<br>宴開始前ですが、練習することにしました。<br>練習用のつまみはポテサラと塩だれキュウリ、そしてネギダクの出汁巻き卵をオーダー。<br>ポテトサラダを戴き、この店の料理は全て旨いだろうと推察出来ました。<br>安い居酒屋などで出される澱粉を練った物で無く、茹でたジャガイモから作られている。<br>料理の基本だと思っていますが、この様に作られるお店は希少価値。<br>少し時間が掛かりましたが、フワッフワのネギダク出汁巻き卵が到着しました。<br>「ネギ入りを更にダクダクにして！」と言う無茶振りにも、笑顔で受けてくれる男前店長。<br>給士のお兄さんも、笑顔を絶やさず接客してくれますから気持ちいい。<br>串カツ・鶏の唐揚げも旨かったですねぇ。<br>油臭を感じさせませんから、新しい油を使用されているのですね。<br><br>変わり種の肴として、カウンター上部に貼られていた「麻婆餃子」をオーダーしました。<br>餃子の餡が麻婆豆腐だと思っていましたが、麻婆豆腐に餃子を入れたもの。<br>程良い辛さの麻婆が良いアクセントに成っていました。<br>店名に「刺身」と書かれている事だけは有る。<br>鮮度が抜群の刺身たちで、日本酒を鯨飲してしまいました。。。<br><br>吞んで食って酔っ払い、１人￥３，６００というＣＰ。<br>今年の４月２３日にオープンされた様ですが、標題に書いた通り繁盛されてます。
85,ステーキサロン五丈原,https://tabelog.com/tokyo/A1308/A130802/13204120/,5.0,－,－,初めてづくしの美酒、美食。,会員制のステーキサロン。会社の上司に連れて行っていただくこと２回目。ディナーでの訪問は初めてでやや緊張しながらの入店。<br>家具や食器、照明設備まで、オーナーのこだわりぬいた妥協のない空間に二度目でも圧倒される。<br>なかでも、店名にある、雄大な中国五丈原の描かれた大きな絵画が素晴らしい。<br>キョロキョロしてるうちにまずはお刺身盛り合わせ。憧れの呼子のイカが。濃厚ながらしつこくない甘み。山葵はすりたてをたっぷりと。ほんのりとした辛味とフレッシュな香り。これだけでも気分は頂点に。供される日本酒、賀茂鶴との相性は抜群だ。<br>富士吉田の土屋様作というなますで食欲をさらに刺激された後、大豆の香り豊かな佐賀の川島豆腐店の豆腐を塩で頂く。可愛らしい器に入った松茸のスープで「胃を温めて下さい」と。この後くるメインへの期待といったら…。<br>広島産Ａ５ランクのステーキ来た！のどぐろ焼き来た！と思ったらまだメインが！幻の阿智村の村沢牛ステーキ。お好みでどうぞと出される調味料もただ者ではない…これは。ワインが進む…。<br>白は塩尻の城戸ワイン、赤はコート・デュ・ローヌプレミアム。初めてづくしで舌も胃も脳もフル稼働。<br>そして締めのカレー。五丈原に来たらカレーを食さねば帰れない。でも最後にカレーは重すぎる？少な目に、といっても良いものかと思ったら、大丈夫。オーナーがちゃんと胃の具合を量って控えめに調整してくれていた。<br>緊張は美酒に解されながらいつのまにかアットホームな雰囲気に。<br>丁寧に作られた料理を食し、皆で美味しい♪と共感し合う。幸せな時間を過ごさせていただいたことに感謝することしきり。
86,Bar&Grill G7,https://tabelog.com/tokyo/A1301/A130101/13171126/,3.3,－,－,G7でおひとり様ランチ...♪*ﾟ,ビルの２階のＧ７...♪*ﾟ<br>広い店内の奥に外向きのカウンターがありそちらに着席<br>ランチセットにはビュッフェのドリンクも付き(*´∨`*)<br>MIXジュースを飲みながらお料理が運ばれてくるのを待つ<br>２階から外を眺めて食事をするのは気分がいい(^^)v<br>サラダ、メインのお肉と進み<br>お店とIGの友達になってプティドルチェを頂く<br>ドルチェがなかなか来なくて１時までに仕事に戻れるかヒヤヒヤだったが<br>また訪れたいお店となった<br>☆　ごちそうさまでした　♪
87,ブラザーズ 人形町本店,https://tabelog.com/tokyo/A1302/A130204/13003002/,3.3,－,"￥1,000～￥1,999",アメリカンなバーガー,2019/5/17<br>金曜17時頃訪店。アメリカンなハンバーガーのお店。中途半端な時間のため、他にはお客様がおらず。<br>ハンバーガー(¥1242)とミントビール(¥734)をオーダー。<br>ミントビールは、ミントリキュールにビールを注いだもので、グラテーションが美しく、スッキリ。ハンバーガーはパテが美味く香ばしい。ちょっとマスタードとケチャップで味増し。フライドポテト、ガーキンなどが付く。見かけ以上に満腹になり美味い。<br>アメリカンなバーガーに満足。
88,家家家 飯田橋店,https://tabelog.com/tokyo/A1309/A130905/13098742/,3.6,－,－,,飯田橋駅近くにある家系ラーメン店。どうやら、チェーン店のようです。二次会で行きましたが、さすがに重かった〜。まあ、普通に美味しかったですが。気になったのは、他の家系と比較して、麺が細かったです。細麺ではないが、あきらかに太麺ではなかったです。このお店、ご飯はおかわり自由。私はいつものようにノリ増しを注文。ノリをスープに浸してごはんと一緒に食べると正に絶品！これはハズレがないです。チャーシューは、パンチが全くなかったです。あと、ほうれん草は、いらないかなー。
89,天ぷら きく元,https://tabelog.com/tokyo/A1307/A130701/13233975/,4.5,－,－,高級感溢れる天ぷら☆,乃木坂にいいお店ができたときいて。<br>ちゃんとした天ぷら屋さんって初めてかも！<br>わくわくヽ(=´▽`=)ﾉ<br><br><br>乃木坂というイメージ通りの<br>高級感あふれる店内。<br><br>カウンターの他に個室もありました。<br><br><br>・食前出汁<br>海老の頭からとったお出汁。<br>・八寸<br>秋田のじゅんさい<br>糸瓜のよせもの<br>アイナメのちまき<br>・お造り<br>いさきと鳥貝<br>・天ぷら<br>栃木県産蓮根<br>京都のかもなす<br>那須高原のグリーンアスパラ<br>天草のまき海老<br>千葉県産太刀魚<br>北海道ホワイトアスパラの茎<br>紅ほたる<br>三陸のめごち<br>明石の鱧<br>江戸前穴子<br>ねぎとろ巻き<br>アボガドと山芋巻き<br>・箸休め<br>なすの煮浸し<br>とうもろこしピュレがけ<br>・天ぷら<br>奄美牛のヒレ<br>トリュフ塩で。<br>・お食事<br>ばら天(塩味) or 天丼(タレ)<br>なめこの赤出汁<br>・甘味<br>わらび餅<br><br><br>天ぷら種は桐箱に入っていて、<br>今日揚げてくれるものを<br>ひとつひとつ説明して下さいます♪<br>これから食べるものの<br>イメージが膨らんでわくわくヽ(=´▽`=)ﾉ<br><br>こういうお店では<br>当たり前なのかもしれませんが、<br>丁寧に揚げられた<br>揚げたての天ぷらが<br>ひとつずつペースを見て<br>配膳されるのは<br>やっぱり嬉しい(*^^*)<br><br>特に印象に残ったのが<br>ホワイトアスパラと蓮根。<br><br>・ホワイトアスパラの茎<br>150度でじっくり15分揚げられた茎。<br>塩こしょうがしてあるので<br>そのままぱくっと☆<br><br>！！！<br><br>とーけーるー！！！<br><br>さくっと軽い衣の下は<br>茎がほぼ液体化してます！<br>びっくりヽ(=´▽`=)ﾉ<br>しかもめっちゃ甘い！<br>美味し〜♡<br><br>・蓮根<br>甘くてしゃっきしゃき！！<br>ほくほくでみずみずしくて。<br>切り方が斜め？だからか<br>普段食べている蓮根とは<br>食感が全く違う印象。<br>この蓮根がいちばん美味しかったかもヽ(=´▽`=)ﾉ<br><br>最後のご飯もの、<br>友人が一口食べて<br>お腹いっぱいでギブというので<br>ちゃっかり搾取♡笑<br><br>日本酒も種類豊富で色々楽しめます♪<br>個人的には獺祭の焼酎があってテンションあがりましたヽ(=´▽`=)ﾉ笑<br><br>瓶のお茶とかもあって。<br>珍しいー♪♪<br><br>余談ですが、<br>この日<br>某人気お笑い芸人の方も<br>いらっしゃっていて。<br>さすが乃木坂！<br>と思いました。笑<br><br><br>品数の多いコースで<br>色々楽しめました(*^^*)
90,ひとくちお茶漬け専門店　どろや 熊本店,https://tabelog.com/kumamoto/A4301/A430101/43001427/,3.0,"￥1,000～￥1,999",－,熊本で飲んだ〆はお茶漬け,おいーーーーーーーーす！ 飲んで〆は昔はラーメンでしたが、最近はお茶漬けか茶碗蒸し。<br>ここはもう30年以上あるお茶漬け店。 ひと口サイズでささっとたべれます。 セットがあり、2、3種類を食べて帰ります。 オススメは蟹味噌と鰻揚げです。
91,愚直,https://tabelog.com/tokyo/A1322/A132203/13043552/,3.5,～￥999,～￥999,愚直,2019.06.14.<br>「愚直」<br>・とんこつらーめん<br>¥650<br>看板無き豚骨の超名店<br>ここの豚骨らーめんにはかなり惚れ込んでまして結構通っているお店です。<br>臭み無しの豚骨スープで、そして旨味が凄い。コクがしっかりあるのにしつこさは無い。僕は豚骨らーめんで言うならここが一番好きならーめん。全粒粉入りのパツパツ極細麺は最強スープとの相性は抜群。<br>褒めちぎるけどそれでは足りないぐらいに美味しい一杯。<br>チャーシューもメンマものってる具全てが神レベル。<br>また行きます。<br>ごちそうさまでした。
92,海鮮問屋 地魚屋 三田,https://tabelog.com/tokyo/A1314/A131402/13028929/,3.8,"￥4,000～￥4,999",－,【田町】食事も会話も弾む！Access最高〜海鮮問屋地魚屋三田 | 黒帯さんになぁれ,【田町】食事も会話も弾む！Access最高〜海鮮問屋地魚屋三田2019-06-2203:08:42NEW!<br>テーマ：∟日本料理ビルが多いこの街は、食事ができるお店は少ないイメージが強いのでは…。しかし田町にも仕事帰りにぴったりな美味しい食事スポットはあるんです！<br>田町駅前にあります地魚屋さんで女子会<br>立ち飲みバルも併設され、テーブル席もある<br>広々としたお店です。<br><br>御通し　２種類もありお得なイメージがします。<br><br>すじトロ鮪串（1本）<br><br>ピンクの肉に真っ白な脂と筋。<br>このマグロの脂身部分と筋は加熱すると柔らかさが増して、一層旨みが強くなる。<br>とっても美味しかったです。<br><br>穴子一本揚げ<br>身が詰まっててふわふわで塩で頂いても美味しかったです。<br><br>黒めばる煮付け<br>めばると言えば煮魚、新鮮なお魚で美味しかったです。<br><br>【名物】絢爛お造り5種盛り<br>豪華な５種盛りがきました。<br><br>新鮮でマグロの美味しさに感動しました。<br><br>〆は<br>茶そば<br>のどごし最高！こしのある美味しいおそばで美味しかったです。<br>気になるメニューがたくさんあるので<br>またリピートで訪れたいです。<br>海鮮問屋地魚屋三田（カイセンドンヤジザカナヤ）<br>050-5872-7781<br>東京都港区芝5-34-7田町センタ−ビルピアタ3F
93,文明堂カフェ 銀座店,https://tabelog.com/tokyo/A1301/A130101/13186583/,3.3,－,"￥1,000～￥1,999",文明堂カフェで送別ランチ...♪*ﾟ,同僚の送別会で文明堂カフェへ...♪*ﾟ<br>こちらでランチがいただけるなんて知らなかった(^。^;)<br>天井が高く大きなガラス張りで広がりを感じる店内<br>人数が多かったので事前に予約をしたのでお料理はすぐに運ばれてきた<br>名物のハヤシライスの色にびっくり<br>大きな高さのあるハンバーグは食べ応え十分だった<br>ここならおひとり様ランチも楽しめそう(*´∨`*)
94,ピム・チャイ,https://tabelog.com/saitama/A1103/A110303/11032783/,3.8,"￥4,000～￥4,999",－,どの味付けも二重丸！！,毎回お料理を迎えるとすぐ食べてしまい…写真を忘れてしまって、読んでくださった方々、ごめんなさい。<br><br>元職場の方々２人と<br>平日の21:30に二次会で利用しました。<br><br><br>お客さんはゼロ<br>後から２人入ってきました。<br><br>金曜日や土日はこうはいかないお店だそうです！<br>予約必須！！！<br><br>たくさんの種類のお酒もいろいろ飲みましたが、クセがなく、ぐびぐびいけちゃうものが多かったです。<br><br>お料理は知人のオススメ<br>カオマンガイと空芯菜の炒め物！<br><br>いやぁー驚きました！<br>両方とも見た目は普通だし、<br>炒め料理ねーと思ってましたが、美味しい！！<br><br>お腹いっぱいのはずなのにパクパク食べられちゃう。<br>箸が止まらなーい。<br><br>空芯菜の炒め物はピリ辛の醤油？ウスターソース？のちょっと濃いめの炒め物です。ニンニクの香り？がとても強く、ご飯に乗せても美味しいと思います。<br><br>カオマンガイは優しいお味！なんだろ…よくわからない調味料。日本料理で例えるとおこわみたいな優しさ。<br>タイ米に軽く炒めて味を付け、同じ味付けのお肉がのっています。<br>本当にこの二品！食べてみてください！<br>絶対はまる！
95,宮崎県日南市 塚田農場 飯田橋東口店,https://tabelog.com/tokyo/A1309/A130905/13185600/,3.0,－,－,,人生初めての塚田農場でした。鶏肉は、全般的には美味しかったですが、正直言って、パンチがあるものは無かったです。少なくとも注文した中には。。。ただ、いくつか気になったものはありました。一つ目はポテトサラダ。黄身がトロ〜リ半熟の味付け玉子がのっていて、それを絡めると、一味違ったポテトサラダになりました。二つ目はゴボウチップス。これは今では定番ですね。美味しかった。三つ目は、肉汁？餃子。羽根つきで、普通に美味しかったです。このように、鶏肉以外のサイドメニュー？が美味しかったです！
